Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,lat,lon
Rua Francisco Teles Dourado,Jardim Prudência,São Paulo,155,3,3,2,700000,-23.655304,-46.6722594
Rua José Marti,Jardim da Saúde,São Paulo,245,3,3,3,1011000,-23.6181754,-46.6138321
Rua Aurelia Perez Alvarez,Jardim dos Estados,São Paulo,360,3,6,4,3540100,-23.6411482,-46.6870008
,Vila Olímpia,São Paulo,205,3,3,2,2900000,-23.5940278,-46.6842193
Rua Chiquiais,Parque Vitória,São Paulo,135,3,4,3,750000,,
,Cidade Antônio Estevão de Carvalho,São Paulo,60,2,1,1,320000,-23.5354377,-46.4699282
,Bosque da Saúde,São Paulo,245,3,1,4,1900000,-23.6094152,-46.6251697
Rua Rodrigo Vieira,Jardim Vila Mariana,São Paulo,130,3,5,4,1100000,-23.5890331,-46.6241426
Rua Nicolau Barreto,Vila Cordeiro,São Paulo,85,2,2,1,570000,-23.2281293,-47.2672485
Rua Conceição de Monte Alegre,Cidade Monções,São Paulo,100,2,2,1,636000,-23.6013564,-46.682737
Rua Bandim,Boaçava,São Paulo,535,4,5,7,4100000,-23.5375673,-46.7209489
Rua Afonso Celso,Vila Mariana,São Paulo,185,3,4,2,1198000,-23.5962981,-46.6349823
Rua Rio do Peixe,Vila Lúcia,São Paulo,112,3,3,2,720000,-23.1445837,-45.9176072
Rua Princesa Isabel,Brooklin,São Paulo,85,3,2,2,1250000,-20.5308826,-47.4381601
Rua Sousa Ramos,Vila Mariana,São Paulo,285,3,5,5,1650000,-23.5942376,-46.6318158
Rua Tomé Portes,Brooklin Paulista,São Paulo,406,4,3,5,1850000,-23.4874083,-46.610656
Rua Alberto Leal,Jabaquara,São Paulo,155,2,1,2,480000,-23.63585,-46.6445824
"Rua Ludovico Ariosto, 246 ",Cidade dos Bandeirantes,São Paulo,159,4,4,2,680000,-23.5861884,-46.749098
Rua Caraúna,Vila Madalena,São Paulo,632,4,5,5,7000000,-23.5509119,-46.7057568
Rua Burgos,Parque Sevilha,São Paulo,100,3,2,2,650000,-23.5780478,-46.5720093
,Jardim Tremembe,São Paulo,155,3,3,2,825000,-22.9655393,-45.5371275
"Rua Tejupá, 52 ",Vila Babilônia,São Paulo,120,3,2,2,630000,-23.6439622,-46.653098
Rua Victória Simionato,Vila Paranaguá,São Paulo,45,1,1,1,160000,-23.4947103,-46.4701717
Rua Guaratuba,Vila Guarani (Z Sul),São Paulo,150,3,2,1,900000,-23.7209949,-45.8655471
"Rua Dona Maria Cândida de Lima, 133 ",Vila Paulo Silas,São Paulo,320,5,3,4,520000,-23.5928181,-46.5439573
"Avenida Ouro Verde de Minas, 1948 ",Jardim Imperador (Zona Leste),São Paulo,292,1,1,4,646761,-23.5836886,-46.5011973
,Santo Amaro,São Paulo,95,3,2,6,1180000,-23.6562303,-46.7191156
,Vila Mascote,São Paulo,190,3,3,2,920000,-23.6459168,-46.6675551
,Vila Bela,São Paulo,36,2,1,1,200000,-21.1187019,-48.9672694
"Rua Bertioga, 493 ",Chácara Inglesa,São Paulo,103,2,1,1,720001,-23.7525832,-45.8644491
Rua Luís Pinto,Vila Carrão,São Paulo,100,3,3,2,590000,-23.5533997,-46.5359827
,Butantã,São Paulo,250,4,2,8,1350000,-23.5690555,-46.7218833626702
Rua Luiz Bianconi,Jardim Ana Maria,São Paulo,293,3,2,5,1010000,-23.6247092,-46.7602482
Rua Vitório Trevillato,Vila Santana,São Paulo,100,3,3,2,614800,-23.6740582,-46.6837359
Rua Campos Novos,Vila Lúcia,São Paulo,200,4,4,2,1265000,-23.5924474,-46.5709945
Rua Maria Curupaiti,Vila Ester (Zona Norte),São Paulo,109,3,3,1,800000,-23.4967704,-46.6449807
Rua Sílvia Celeste de Campos,Alto de Pinheiros,São Paulo,660,5,5,6,15000000,-23.5559259,-46.7051443
Rua Japira,Jardim Franca,São Paulo,151,3,3,10,1500000,-23.4399526,-46.2770768
"Rua Osvaldo Nevola, 637 ",Jardim Tietê,São Paulo,200,4,4,3,380000,-23.597343,-46.4882612
,Jardim Vila Formosa,São Paulo,90,2,1,1,430000,-22.1414492,-51.3817495
Rua Theodor Herzi,Perdizes,São Paulo,500,3,2,4,3000000,,
Rua Vitor Costa,Bosque da Saúde,São Paulo,211,3,4,2,1600000,-23.6208878,-46.6232925
Rua Márcio Humberto Gandolpho,Imirim,São Paulo,80,2,1,2,500000,-23.4979372,-46.6406898
Rua Demóstenes,Campo Belo,São Paulo,258,3,2,4,1950000,-23.6157076,-46.674653
Avenida Itacira,Planalto Paulista,São Paulo,260,3,5,2,850000,-23.6061628,-46.6520476
Rua Padre Marchetti,Ipiranga,São Paulo,145,2,2,1,550000,-23.5884047,-46.6083841
,Jardim Campo Grande,São Paulo,204,4,2,3,1299000,-21.7615471,-52.118635
,Jardim Nice,São Paulo,70,2,1,1,340000,-23.6430392,-46.5077268
Rua Dom Vilares,Vila das Mercês,São Paulo,100,3,3,2,530000,-23.6262055,-46.6191445
Rua Caquito,Vila São Geraldo,São Paulo,120,2,2,1,600000,-23.5214312,-46.5465786
Rua Gil Fernandes,Bosque da Saúde,São Paulo,260,4,6,5,1980000,-23.6163242,-46.6192856
,Engenheiro Goulart,São Paulo,155,3,3,2,290000,-23.5004492,-46.527816
Rua Gregório Lopes,Parque Mandaqui,São Paulo,285,3,5,8,1250000,-23.4815033,-46.6371187
Praça Paul Harris,Indianópolis,São Paulo,597,5,6,6,5500000,-23.674652899999998,-46.561266075000006
,Jardim da Glória,São Paulo,445,3,6,4,2700000,-23.5827197,-46.6219813
Rua Pedrolândia,Vila Pedra Branca,São Paulo,174,3,4,2,705000,-23.4586243,-46.6476019
Rua Maestro Antão Fernandes,Jardim São Bento,São Paulo,238,3,5,5,2300000,-23.5046876,-46.6440962
,Alto de Pinheiros,São Paulo,466,7,6,7,2650000,-23.5499064,-46.7076422
,Vila Brasilina,São Paulo,104,2,1,2,440000,-23.5222472,-47.254863
,Pinheiros,São Paulo,425,4,7,6,3800000,-23.567249,-46.7019515
Rua Alcindo Bueno de Assis,Barro Branco (Zona Norte),São Paulo,355,3,4,4,2300000,-23.4704484,-46.6118634
,Tremembé,São Paulo,111,3,3,2,650000,-22.95714,-45.547526
Rua Sebastião Rodrigues,Alto de Pinheiros,São Paulo,150,3,2,2,2150000,-20.2357024,-50.8809534
Rua Moreira Cardoso,Jardim Aeroporto,São Paulo,220,3,3,5,1100000,-23.6333241,-46.6649223
,Granja Julieta,São Paulo,441,4,7,3,3000000,-23.6275329,-46.7120009
Rua Paramu,Vila Bela,São Paulo,155,4,2,2,430000,-23.5951499,-46.5667233
"Rua Nilo Torres, 26 ",Jardim Umuarama,São Paulo,153,3,3,2,799000,-23.6576254,-46.6775128
Rua Benito Juarez,Vila Mariana,São Paulo,171,3,2,4,1650000,-23.5847296,-46.6420993
"Rua Luís Sérgio Person, 181 ",Parque Mandaqui,São Paulo,139,2,2,2,398000,-23.4711527,-46.6378071
Rua Luiz Bianconi,Jardim Ana Maria,São Paulo,298,3,2,5,1010000,-23.6247092,-46.7602482
Rua Belgrado,Vila Moinho Velho,São Paulo,120,2,3,1,650000,-23.6122185,-46.6039432
"Rua Virgílio de Lemos, 195 ",Jardim Jabaquara,São Paulo,120,2,2,2,480000,-23.6615664,-46.6587994
Praça Paul Harris,Indianópolis,São Paulo,230,3,4,2,2093000,-23.674652899999998,-46.561266075000006
Rua Nicolau da Rocha Vita,Brooklin,São Paulo,700,4,1,4,1900000,-23.6369551,-46.6762184
"Rua Otávio Passos, 0 ",Vila Gomes,São Paulo,280,16,3,3,790000,-23.5747711,-46.7354818
,Vila Ida,São Paulo,271,4,3,4,1900000,-23.5431007,-46.7074196
"Rua David Romero Paré, 193 ",Vila Sonia,São Paulo,300,3,3,4,780000,-23.6131375,-46.7431559
"Rua Pistache, 100 ",Parque dos Príncipes,São Paulo,289,5,3,4,1300000,-23.5752554,-46.767524
Rua dos Chanes,Indianópolis,São Paulo,171,6,4,2,2300000,-23.3500475,-47.4796902
,Chácara Monte Alegre,São Paulo,201,3,2,4,1400000,-22.69049305,-46.68043276878935
Alameda dos Apetupás,Planalto Paulista,São Paulo,405,3,5,4,4200000,,
"Rua Orlando Ferraiuolo, 428 ",Vila Brasilina,São Paulo,250,3,3,4,689000,-23.6244846,-46.6159377
"Rua Luís Sérgio Person, 181 ",Parque Mandaqui,São Paulo,144,2,2,2,398000,-23.4711527,-46.6378071
Rua Belgrado,Vila Moinho Velho,São Paulo,125,2,3,1,650000,-23.6122185,-46.6039432
"Rua Virgílio de Lemos, 195 ",Jardim Jabaquara,São Paulo,125,2,2,2,480000,-23.6615664,-46.6587994
Praça Paul Harris,Indianópolis,São Paulo,235,3,4,2,2093000,-23.674652899999998,-46.561266075000006
Rua Nicolau da Rocha Vita,Brooklin,São Paulo,705,4,1,4,1900000,-23.6369551,-46.6762184
"Rua Otávio Passos, 0 ",Vila Gomes,São Paulo,285,16,3,3,790000,-23.5747711,-46.7354818
,Vila Ida,São Paulo,276,4,3,4,1900000,-23.5431007,-46.7074196
"Rua David Romero Paré, 193 ",Vila Sonia,São Paulo,305,3,3,4,780000,-23.6131375,-46.7431559
"Rua Pistache, 100 ",Parque dos Príncipes,São Paulo,294,5,3,4,1300000,-23.5752554,-46.767524
Rua dos Chanes,Indianópolis,São Paulo,176,6,4,2,2300000,-23.3500475,-47.4796902
,Chácara Monte Alegre,São Paulo,206,3,2,4,1400000,-22.69049305,-46.68043276878935
"Rua Orlando Ferraiuolo, 428 ",Vila Brasilina,São Paulo,255,3,3,4,689000,-23.6244846,-46.6159377
"Rua Nebraska, 612 ",Brooklin Novo,São Paulo,377,3,5,4,4500000,-23.609714,-46.6823201
Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,200,3,3,2,2900000,-23.6001686,-46.6810465
Rua do Manifesto,Ipiranga,São Paulo,96,2,1,1,530000,-23.6988373,-46.5864177
,Jardim Europa,São Paulo,580,3,5,3,5200000,-22.7252877,-47.3629074
Rua Calíope,Jardim Guedala,São Paulo,572,4,7,7,3229000,-23.579378,-46.7082345
Avenida Neide Carvalho de Arruda,City América,São Paulo,660,4,5,6,2600000,-23.498162,-46.7345446
,Vila Marari,São Paulo,182,2,1,2,490000,-23.66967655,-46.66096250186904
Rua Antônio Carlos da Fonseca,Jardim da Saúde,São Paulo,154,3,4,4,1400000,-23.6155927,-46.6140269
Rua Maria Teresa Gaudino,Jardim Maria Estela,São Paulo,140,3,3,2,440000,,
,Ipiranga,São Paulo,288,2,4,10,1220000,-23.58927255,-46.60616206667652
"Rua Tomé Portes, 1117 ",Brooklin Paulista,São Paulo,401,4,3,5,1850001,-23.4874083,-46.610656
Rua Maestro Savino de Benedictis,Rio Pequeno,São Paulo,110,3,1,2,380000,,
,Parque São Rafael,São Paulo,200,3,1,3,424000,-23.7301299,-46.5329787
,Ipiranga,São Paulo,205,3,3,2,740000,-23.58927255,-46.60616206667652
"Alameda dos Anapurus, 1885 ",Indianópolis,São Paulo,218,3,2,3,1690000,-23.614097792029472,-46.66449921780633
Rua Michigan,Cidade Monções,São Paulo,299,3,3,4,6300000,-23.6139273,-46.6870705
,Cupecê,São Paulo,123,3,1,2,600000,-23.6849903,-46.6332899
,Tatuapé,São Paulo,228,3,3,3,1700000,-23.5402524,-46.5766424
Travessa Deputado Shiro Kyono,Vila Olímpia,São Paulo,95,3,3,5,1700000,-23.5955645,-46.6812695
Rua Iratinga,Paraisópolis,São Paulo,980,4,6,10,7000000,-23.6150919,-46.7222432
,Jardim Itacolomi,São Paulo,250,3,2,2,550000,-23.6625583,-46.6519454
Rua Barão do Bananal,Vila Pompéia,São Paulo,142,4,2,4,1700000,-23.5334948,-46.6887269
Rua Paraim,Vila Isa,São Paulo,100,3,1,2,590000,-23.6703962,-46.6921113
Rua Professor Romeu Pellegrini,Vila Monumento,São Paulo,350,2,2,6,990000,-23.581405,-46.6138187
Rua Diana,Perdizes,São Paulo,122,4,3,1,1000000,-23.5291374,-46.6789215
Rua Chafic Ganem,Vila das Mercês,São Paulo,120,3,3,4,635000,,
,Jardim Luzitânia,São Paulo,559,4,3,2,4900000,-23.64705085,-46.78020523242816
"Rua João de Santa Maria, 687 ",Vila Brasilina,São Paulo,184,4,6,3,1280000,-23.6213948,-46.6198788
,Vila das Mercês,São Paulo,70,2,1,2,250000,-23.6231613,-46.6085346
"Rua Camundo, 320 ",Planalto Paulista,São Paulo,155,3,4,3,790000,-23.6262622,-46.6508514
Rua General Pereira da Cunha,Retiro Morumbi,São Paulo,2000,6,10,12,19000000,-23.6209772,-46.7068083
,Vila Nair,São Paulo,215,3,2,2,940000,-22.9250357,-45.4673541
"Rua João Lopes de Amorim, 405 ",Vila Nova Cachoeirinha,São Paulo,235,3,5,3,520000,-23.4738338,-46.6601828
Rua Ordenações Manuelinas,Vila Morse,São Paulo,117,2,2,2,595000,-23.5986439,-46.7267212
,City América,São Paulo,475,4,4,6,2500000,-23.56285,-46.7771874
,Vila Brasilina,São Paulo,90,2,1,3,350000,-23.5222472,-47.254863
"Rua Conseguina, 53 ",Jardim Guedala,São Paulo,747,4,5,6,3200000,-23.5864637,-46.6999277
Rua Boturoca,Vila Indiana,São Paulo,395,4,4,8,2995000,-23.5733326,-46.7276695
"Rua Rosa Mística, 151 ",Vila Campestre,São Paulo,130,3,4,2,530000,-23.4312654,-46.7314544
,Jardim Campo Grande,São Paulo,300,3,3,5,1700000,-21.7615471,-52.118635
,Chácara Monte Alegre,São Paulo,425,4,5,3,1978000,-22.69049305,-46.68043276878935
,Alto da Lapa,São Paulo,565,3,2,1,1200000,-23.5273913,-46.7130594
Rua També,Jardim Guedala,São Paulo,549,4,9,10,8000000,-23.5843739,-46.7045633
Rua Guararapes,Lapa,São Paulo,242,3,3,6,1300000,-21.2457611,-50.6527904
Rua José Tôrres Lima,Parque Savoy City,São Paulo,95,2,2,4,430000,-23.5609969,-46.4886193
,Vila Mariana,São Paulo,275,3,1,6,1500000,-23.5837,-46.632740824206934
,Parque Edu Chaves,São Paulo,352,3,2,10,899900,-23.475745,-46.5668027
Avenida Nossa Senhora da Encarnação,Jardim Maria Estela,São Paulo,200,3,5,4,790000,-23.631797,-46.6009485
"Rua Nova York, 0 ",Brooklin Paulista,São Paulo,350,4,3,3,2400000,-23.6167493,-46.6862589
"Rua Flor da Redenção, 277 ",Vila Jacuí,São Paulo,110,3,2,2,300000,-23.5109646,-46.4536479
Rua Edward White,Interlagos,São Paulo,370,4,1,4,2000000,-23.704074,-46.7070636
Rua Santo Inácio,Parque São Jorge,São Paulo,120,2,1,1,560000,-24.499576,-47.8430123
,Água Rasa,São Paulo,180,3,2,4,745000,-23.5653715,-46.57369718912304
"Rua Maria José Rangel, 271 ",Vila São Paulo,São Paulo,69,2,1,1,385001,-23.6560774,-46.6711726
,Água Rasa,São Paulo,86,2,1,4,650000,-23.5653715,-46.57369718912304
,Chácara Inglesa,São Paulo,200,3,2,2,700000,-23.608307,-46.6323198
,Parque São Domingos,São Paulo,171,3,2,2,1300000,-22.9348324,-45.4534005
,Vila Sao Paulo,São Paulo,224,5,2,5,950000,-23.4751154,-46.1320785
Rua Mateus de Siqueira,Jardim Triana,São Paulo,150,2,1,1,222950,,
,Jardim Europa,São Paulo,870,5,5,3,12600000,-22.7252877,-47.3629074
Rua Miguel Ribeiro,Jardim Consórcio,São Paulo,120,3,1,4,550000,-23.6711264,-46.6718628
Rua Rodrigo Vieira,Jardim Vila Mariana,São Paulo,200,4,4,2,1000000,-23.5890331,-46.6241426
,Vila Olímpia,São Paulo,160,3,2,2,1700000,-23.5940278,-46.6842193
Rua Barão de Juparanã,Vila Zelina,São Paulo,210,3,4,4,1100000,-23.5925469,-46.5750945
"Rua Antônio Gebara, 1000 ",Planalto Paulista,São Paulo,238,3,5,4,1480000,-23.6270068,-46.6498522
"Rua Vitor Costa, 677 ",Bosque da Saúde,São Paulo,237,3,3,4,1600000,-23.6208878,-46.6232925
"Rua Carlos Baptista de Magalhães, 0 ",Jardim Prudência,São Paulo,800,4,5,4,3200000,,
Avenida Moaci,Planalto Paulista,São Paulo,480,4,6,3,1950000,-23.6184603,-46.6550953
"Rua Salvador de Edra, 50 ",Saúde,São Paulo,216,3,3,2,1100000,,
"Rua Saldanha da Gama, 100 ",Alto da Lapa,São Paulo,219,5,8,6,1695000,-23.5280623,-46.7100296
"Rua São Pompônio, , 53 ",Vila Oratório,São Paulo,120,1,1,6,426000,-23.570778,-46.5776691
,Parque São Domingos,São Paulo,229,3,4,5,900000,-22.9348324,-45.4534005
Rua República do Iraque,Campo Belo,São Paulo,198,2,2,1,1180000,-23.2004399,-45.8826047
,Planalto Paulista,São Paulo,80,2,2,2,538000,-22.3302088,-52.2244637
,Vila Maria Alta,São Paulo,360,2,2,2,850000,-22.2726357,-51.4910408
Rua Agostinho Gomes,Ipiranga,São Paulo,150,2,3,2,930000,-23.5830511,-46.6045155
,Jardim Paulistano,São Paulo,720,6,6,5,9800000,-20.8630025,-49.4156027
,Jardim Danfer,São Paulo,300,2,1,4,800000,-23.5024969,-46.5067477
"Rua José Santana, 480 ",Vila Reis,São Paulo,66,2,1,2,320004,-23.511371,-46.4505969
Avenida George Saville Dodd,Jardim Guedala,São Paulo,750000,5,9,6,7000000,-23.5812878,-46.7081235
Rua João Álvares Soares,Brooklin Novo,São Paulo,175,2,2,3,1850000,-23.6296202,-46.6790441
Rua Januário Miraglia,Vila Nova Conceição,São Paulo,180,3,2,4,2980000,-23.5854131,-46.669764
Rua Teerã,Parque da Lapa,São Paulo,145,3,2,2,795000,-23.5372126,-46.7266727
"Rua Doutor Sarmento, 22 ",Jardim Luzitânia,São Paulo,1050,5,7,10,20000000,,
Rua Guaravera,Vila Domitila,São Paulo,200,3,2,2,500000,-23.5147325,-46.5076838
Rua França Pinto,Vila Mariana,São Paulo,280,3,3,4,1600000,-23.5875933,-46.6419266
,Água Rasa,São Paulo,180,3,2,4,742000,-23.5653715,-46.57369718912304
"Rua José Joaquim Esteves, 645 ",Jardim São Luís,São Paulo,115,3,2,3,650000,-23.6567413,-46.7307369
"Avenida Antônio de Souza Noschese, 996 ",Parque Continental,São Paulo,201,3,5,3,990000,-23.5318192,-46.7595166
,Cambuci,São Paulo,160,3,3,2,880000,-23.5659114,-46.61367950054397
Rua Professora Carolina Ribeiro,Jardim Vila Mariana,São Paulo,210,3,5,3,1950000,-23.5933899,-46.626428
Rua José dos Santos Júnior,Campo Belo,São Paulo,251,4,4,2,1600000,-23.6232138,-46.680063
Alameda Tirió,Planalto Paulista,São Paulo,300,3,3,3,2600000,-23.6041747,-46.6528475
,Vila Regente Feijó,São Paulo,172,2,1,4,550000,-22.2231103,-51.314733
,Vila Carrão,São Paulo,85,4,2,2,720000,-23.5498671,-46.5385802
Rua das Bromeliáceas,Parque das Árvores,São Paulo,180,4,3,5,1500000,,
Rua Ipiranga,Jardim Aeroporto,São Paulo,100,2,2,2,579000,-22.9405553,-45.4193461
Rua Visconde de Ourem,Jardim Aeroporto,São Paulo,159,3,3,1,880000,-23.6319177,-46.6666804
Rua Ministro Sinésio Rocha,Jardim Vera Cruz,São Paulo,389,3,6,2,1800000,-23.5416977,-46.6922259
Rua Doutor Eríco Álvares de Azevedo Gonzaga,Jardim Cambara,São Paulo,330,4,3,5,475000,-23.5877776,-46.7795183
,Conjunto Habitacional Castro Alves,São Paulo,130,3,1,2,220000,,
"Rua Guaonés, 1 ",Jardim Guedala,São Paulo,965,4,8,10,4750000,-23.5854985,-46.708701
Rua Guaniqué,Vila Natália,São Paulo,95,3,3,2,459000,-23.6258308,-46.5976999
Rua Brasileiro de Campos,Vila Nhocune,São Paulo,145,3,2,2,450000,-23.5493301,-46.4983446
Rua Todos os Santos,Jardim Everest,São Paulo,755,4,5,11,5500000,-23.578359,-46.7036286
Rua Franklin Lewis Gemmel,Parque Residencial Julia,São Paulo,150,2,3,3,850000,-23.6618648,-46.6903026
,Jardim Paulistano,São Paulo,303,3,5,2,2450000,-20.8630025,-49.4156027
Rua Manoel das Neves,Jaraguá,São Paulo,282,6,6,5,425000,-23.4594424,-46.7482015
Rua Abegoaria,Jardim das Bandeiras,São Paulo,625,4,5,8,5800000,-23.5529995,-46.6853864
"Rua Gomes, , 494 ",Vila Ivone,São Paulo,725,3,5,3,1750000,-23.5748031,-46.5500615
,Planalto Paulista,São Paulo,200,3,3,3,680000,-22.3302088,-52.2244637
"Rua Artemis, 194 ",Vila Babilônia,São Paulo,172,4,4,2,550000,-22.6778382,-47.7739432
"Rua Planeta, 1 ",Chácara Belenzinho,São Paulo,125,2,2,2,490000,-23.4063421,-46.8964686
"Rua Ângelo de Cândia, 343 ",Cidade São Mateus,São Paulo,180,3,3,2,500000,-23.5988217,-46.4836902
,Jardim Paulista,São Paulo,575,4,6,4,11000000,-23.5652185,-46.6601846
Alameda dos Tupinas,Planalto Paulista,São Paulo,405,4,6,4,1550000,-23.625656,-46.6460172
Rua dos Timoneiros,Chora Menino,São Paulo,245,4,2,2,720000,-23.4926695,-46.6419751
Rua Cristóvão Pereira,Campo Belo,São Paulo,625,5,5,7,4000000,-23.6261,-46.6697777
"Rua Nova Pátria, 299 ",Bosque da Saúde,São Paulo,280,4,4,3,1480000,-23.6186656,-46.6249788
"Rua Camé, , 74 ",Mooca,São Paulo,445,4,3,8,2000000,-23.56115008760258,-46.60042574754484
Rua Doutor Erasmo Teixeira de Assunção,Jardim Leonor,São Paulo,487,4,4,4,1800000,-23.6005822,-46.7226766
"Rua Venceslau Flexa, 226 ",Jardim Paulistano,São Paulo,486,4,2,6,3500001,-23.5732889,-46.6884813
Rua Cláudio Rossi,Jardim da Glória,São Paulo,170,3,5,2,1500000,-23.5820846,-46.6238379
,Vila ESão Pauloerança,São Paulo,90,2,3,4,430000,,
"Rua Cardeal Cagliori, 1 ",Alto de Pinheiros,São Paulo,400,4,5,7,3500000,-23.5426745,-46.7125508
Avenida Itaboraí,Bosque da Saúde,São Paulo,140,3,1,1,850000,-23.6089,-46.6265542
Avenida Sílvio Sciumbata,Interlagos,São Paulo,793,4,7,5,2680000,-23.7093167,-46.7112674
Rua Acalanto de Bartira,Vila Nova Alba,São Paulo,180,2,1,1,386234,-23.5718233,-46.7491504
"Rua General Gaudie Ley, 218 ",Interlagos,São Paulo,430,4,3,6,1500000,-23.7018491,-46.7081152
Rua Monsenhor Marcelo Branco,Sumaré,São Paulo,300,3,6,2,2200000,-23.5404366,-46.6897433
Rua Jacira,Indianópolis,São Paulo,260,4,3,6,2700000,-23.6107327,-46.6699369
Rua Bernardo Francisco,Mooca,São Paulo,140,2,2,4,760000,-23.55496,-46.5944406
Rua Padre Agostinho Poncet,Água Fria,São Paulo,60,2,2,2,395000,-23.4834371,-46.6258656
"Rua das Fiandeiras, 201 ",Vila Olímpia,São Paulo,300,4,7,2,3900000,,
Rua Doutor Mário Ottobrini Costa,Cidade Dutra,São Paulo,400,5,9,4,1800000,-23.71368,-46.7083218
Rua Eliane Araújo Neves,Jardim Catanduva,São Paulo,89,2,2,2,470000,-23.6257459,-46.7654607
Rua Professor Miguel Maurício da Rocha,Brooklin Paulista,São Paulo,869,3,1,7,5500000,-23.635526,-46.6740967
Rua Manuel de Andrade,Vila Nova Mazzei,São Paulo,213,3,2,2,650000,-23.4625271,-46.5924029
Rua Dante Alighieri,Vila Prudente,São Paulo,210,3,4,3,799000,-23.0797663,-46.6171186
Rua Belisário Palermo,Cidade dos Bandeirantes,São Paulo,240,5,4,3,640000,-23.5803232,-46.7466438
Rua Rishin Matsuda,Vila Santa Catarina,São Paulo,120,3,3,3,797872,-23.6478442,-46.6580098
"Rua Doutor Roberto Mercatelli, 72 ",Barra Funda,São Paulo,87,3,2,1,639001,-23.5248584,-46.6520131
Rua Alvorada do Sul,Jardim Guedala,São Paulo,600,5,7,5,8000000,-21.137344,-48.9928573
Rua Albertina de Oliveira Godinho,Jardim Guedala,São Paulo,1300,5,7,6,5900000,-23.5898903,-46.7028514
Rua Luisiania,Brooklin Paulista,São Paulo,200,3,1,3,2200000,-23.7029347,-46.8593261
Rua Rita Ferreira da Silva,Socorro,São Paulo,125,3,3,2,850001,-23.676276,-46.7079939
Rua Princesa Isabel,Brooklin Paulista,São Paulo,165,3,3,2,1250000,-20.5308826,-47.4381601
,Parque Alves de Lima,São Paulo,122,2,1,2,400000,-23.676799600000002,-46.73329936550169
Rua Bragança,Pacaembu,São Paulo,280,3,4,5,2450000,-23.4720076,-46.2580714
,Vila Formosa,São Paulo,140,3,2,3,750000,-23.5668764,-46.5463233
Rua Santo André,Vila São Pedro,São Paulo,75,2,3,1,425000,-23.6635887,-46.5280251
Rua Frei Mauro Teixeira,Jardim São Bento,São Paulo,330,3,3,7,1890000,-23.502686,-46.6487512
Rua Circular do Bosque,Jardim Guedala,São Paulo,650,5,6,4,5000000,-23.587327,-46.705561
,Jardim Leonor,São Paulo,1345,5,9,7,9500000,-23.6087105,-46.9300813
Rua Aquino Fonseca,Jardim das Carmelitas,São Paulo,96,3,2,2,553000,-23.5677917,-46.4794971
Rua Tapes,Jardim Aeroporto,São Paulo,152,5,7,4,840000,-23.6295001,-46.6691899
Rua Eduardo Lobo,Parque Imperial,São Paulo,120,6,3,3,951000,-23.6237367,-46.6322328
,Jardim Petrópolis,São Paulo,418,5,7,6,2800000,-22.3064403,-49.0940003
Rua Bauru,Pacaembu,São Paulo,434,2,3,2,5200000,-22.3061222,-49.0560363
Rua Pedro Teixeira,Vila Olímpia,São Paulo,152,3,2,2,960000,-23.6028291,-46.6777489
Avenida Odila,Planalto Paulista,São Paulo,262,3,6,4,1500000,-23.6129843,-46.6458055
Rua Tapuçu,Vila Sofia,São Paulo,90,2,2,2,665000,,
Rua Guararema,Bosque da Saúde,São Paulo,600,8,7,5,2300000,-23.0200044,-45.5630574
Rua Estero Belaco,Vila da Saúde,São Paulo,200,3,3,6,1050000,-23.6160329,-46.6330243
"Rua Barão de Tramandaí, 0 ",Vila Alpina,São Paulo,117,3,2,2,270000,-23.5975104,-46.5594709
Rua Bernardo Francisco,Mooca,São Paulo,145,2,2,4,760000,-23.55496,-46.5944406
Rua Padre Agostinho Poncet,Água Fria,São Paulo,65,2,2,2,395000,-23.4834371,-46.6258656
